Link,Title,Price,Image URL,Region,Labels,Actual Floor,Max Floor,Size,Rooms,Square Price
https://list.am/item/20740225,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 61 քմ, 4/14 հարկ, կոսմետիկ վերանորոգում",87000,,Աջափնյակ,,4,14,61,2,1426.2295081967213
https://list.am/item/21095097,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 61 քմ, 4/12 հարկ, բարձր առաստաղներ",87000,,Աջափնյակ,Գործակալություն,4,12,61,2,1426.2295081967213
https://list.am/item/19044068,"2 սենյականոց բնակարան նորակառույց շենքում Շինարարների փողոցում, 61 քմ, նախավերջին հարկ",87000,,Աջափնյակ,Գործակալություն,11,12,61,2,1426.2295081967213
https://list.am/item/20996616,"3 սենյականոց բնակարան նորակառույց շենքում Աջափնյակում, 63 քմ, 8/14 հարկ, 2 սանհանգույց",90000,,Աջափնյակ,,8,14,63,3,1428.5714285714287
https://list.am/item/19962289,"2 սենյականոց բնակարան նորակառույց շենքում Րաֆֆու փողոցում, 49 ք.մ., բարձր առաստաղներ, 6/18 հարկ",70000,,Մալաթիա Սեբաստիա,Գործակալություն,6,18,49,2,1428.5714285714287
https://list.am/item/20862727,"2 սենյականոց բնակարան նորակառույց շենքում Չեխովի փողոցում, 59 քմ, 7/13 հարկ, բարձր առաստաղներ",84500,,Շենգավիթ,,7,13,59,2,1432.2033898305085
https://list.am/item/18928411,"3 սենյականոց բնակարան նորակառույց շենքում Նոր Նորքում, 60 քմ, նախավերջին հարկ, եվրովերանորոգված",86000,,Նոր Նորք,,4,5,60,3,1433.3333333333333
https://list.am/item/20749116,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 61 քմ, 4/14 հարկ, կապիտալ վերանորոգված",88000,,Աջափնյակ,Գործակալություն,4,14,61,2,1442.622950819672
https://list.am/item/20605492,"2 սենյականոց բնակարան նորակառույց շենքում Զաքարիա Քանաքեռցու փողոցում, 44 ք.մ., մի քանի պատշգամբ",63500,,Քանաքեռ Զեյթուն,Գործակալություն,4,4,44,2,1443.1818181818182
https://list.am/item/21115500,"1 սենյականոց բնակարան նորակառույց շենքում Քանաքեռ 14-րդ փողոցում, 45 քմ, 7/11 հարկ",65000,,Քանաքեռ Զեյթուն,,7,11,45,1,1444.4444444444443
https://list.am/item/15805149,"2 սենյականոց բնակարան նորակառույց շենքում Վաղարշյան փողոցում, 45 քմ, քարե շենք",65000,,Արաբկիր,Գործակալություն,5,5,45,2,1444.4444444444443
https://list.am/item/19530066,"2 սենյականոց բնակարան նորակառույց շենքում Մարգարյան փողոցում, 60 քմ, կապիտալ վերանորոգված, քարե շենք",87000,,Աջափնյակ,Գործակալություն,4,4,60,2,1450.0
https://list.am/item/18813850,"3 սենյականոց բնակարան նորակառույց շենքում Արաբկիրում, 60 քմ, 7/16 հարկ, բարձր առաստաղներ",87000,,Արաբկիր,,7,16,60,3,1450.0
https://list.am/item/21102196,"2 սենյականոց բնակարան նորակառույց շենքում Չեխովի փողոցում, 59 քմ, 7/13 հարկ, բարձր առաստաղներ",86000,,Շենգավիթ,Գործակալություն,7,13,59,2,1457.6271186440679
https://list.am/item/21091495,"2 սենյականոց բնակարան նորակառույց շենքում Չեխովի փողոցում, 59 քմ, 7/13 հարկ, բարձր առաստաղներ",86000,,Շենգավիթ,Գործակալություն,7,13,59,2,1457.6271186440679
https://list.am/item/19754099,"2 սենյականոց բնակարան նորակառույց շենքում Չեխովի փողոցում, 59 քմ, 7/11 հարկ",86000,,Շենգավիթ,Գործակալություն,7,11,59,2,1457.6271186440679
https://list.am/item/20639351,"2 սենյականոց բնակարան նորակառույց շենքում Չեխովի փողոցում, 54 ք.մ., կապիտալ վերանորոգված",79000,,Շենգավիթ,Գործակալություն,10,10,54,2,1462.962962962963
https://list.am/item/21099028,"2 սենյականոց բնակարան նորակառույց շենքում Չեխովի փողոցում, 59 քմ, 7/13 հարկ, բարձր առաստաղներ",87000,,Շենգավիթ,Գործակալություն,7,13,59,2,1474.5762711864406
https://list.am/item/19632126,"5 սենյականոց բնակարան նորակառույց շենքում, Դավթաշեն 1-ին թաղամաս, 40 քմ, 2 սանհանգույց",59000,,Դավթաշեն,,5,5,40,5,1475.0
https://list.am/item/17891242,"2 սենյականոց բնակարան նորակառույց շենքում, Դավթաշենի 2-րդ զանգված, 50 քմ, բարձր առաստաղներ",74000,,Դավթաշեն,Գործակալություն,4,4,50,2,1480.0
https://list.am/item/20539489,"2 սենյականոց բնակարան նորակառույց շենքում Մյասնիկյանի պողոտայում, 52 ք.մ., բարձր առաստաղներ",77000,,Նորք Մարաշ,Գործակալություն,7,11,52,2,1480.7692307692307
https://list.am/item/20307762,"2 սենյականոց բնակարան նորակառույց շենքում Նոր Նորքում, 54 քմ, բարձր առաստաղներ",80000,,Նոր Նորք,,5,5,54,2,1481.4814814814815
https://list.am/item/20898387,"3 սենյականոց բնակարան նորակառույց շենքում Մելքումովի փողոցում, 54 քմ, նախավերջին հարկ",80000,,Աջափնյակ,,4,5,54,3,1481.4814814814815
https://list.am/item/21128093,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյանի փողոցում, 60 քմ, 11/14 հարկ",89000,,Աջափնյակ,Գործակալություն,11,14,60,2,1483.3333333333333
https://list.am/item/20714474,"2 սենյականոց բնակարան նորակառույց շենքում Ղափանցյան փողոցում, 60 ք.մ., 11/16 հարկ, բարձր առաստաղներ",89000,,Արաբկիր,Գործակալություն,11,16,60,2,1483.3333333333333
https://list.am/item/21079414,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյան փողոցում, 60 քմ, 11/14 հարկ",89000,,Աջափնյակ,,11,14,60,2,1483.3333333333333
https://list.am/item/20973957,"3 սենյականոց բնակարան նորակառույց շենքում, Դավթաշեն 4-րդ թաղամաս, 64 քմ, բարձր առաստաղներ",95000,,Դավթաշեն,,9,9,64,3,1484.375
https://list.am/item/20267766,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 55 քմ, 6/15 հարկ, բարձր առաստաղներ",82000,,Աջափնյակ,Գործակալություն,6,15,55,2,1490.909090909091
https://list.am/item/19303420,"3 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 55 քմ, 6/15 հարկ, 2 սանհանգույց",82000,,Աջափնյակ,Գործակալություն,6,15,55,3,1490.909090909091
https://list.am/item/21012896,"2 սենյականոց բնակարան նորակառույց շենքում Ղափանցյան փողոցում, 60 քմ, 11/16 հարկ, բարձր առաստաղներ",90000,,Արաբկիր,Գործակալություն,11,16,60,2,1500.0
https://list.am/item/21098619,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյան փողոցում, 60 քմ, 11/14 հարկ",90000,,Աջափնյակ,Գործակալություն,11,14,60,2,1500.0
https://list.am/item/20580573,"2 սենյականոց բնակարան նորակառույց շենքում Ֆուչիկի փողոցում, 48 քմ, 6/10 հարկ",72000,,Աջափնյակ,Գործակալություն,6,10,48,2,1500.0
https://list.am/item/20490177,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 46 ք.մ., բարձր առաստաղներ",69000,,Նոր Նորք,,5,5,46,2,1500.0
https://list.am/item/20660920,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 46 ք.մ., բարձր առաստաղներ",69000,,Նոր Նորք,Գործակալություն,5,5,46,2,1500.0
https://list.am/item/19271235,"2 սենյականոց բնակարան նորակառույց շենքում Ղափանցյան փողոցում, 60 ք.մ., 11/16 հարկ, բարձր առաստաղներ",90000,,Արաբկիր,,11,16,60,2,1500.0
https://list.am/item/18753491,"2 սենյականոց բնակարան նորակառույց շենքում Ղափանցյան փողոցում, 60 քմ, 11/16 հարկ, բարձր առաստաղներ",90000,,Արաբկիր,,11,16,60,2,1500.0
https://list.am/item/21055128,"2 սենյականոց բնակարան նորակառույց շենքում Հալաբյան փողոցում, 50 քմ, նախավերջին հարկ",75000,,Աջափնյակ,Գործակալություն,17,18,50,2,1500.0
https://list.am/item/20552495,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 60 ք.մ., բարձր առաստաղներ",90000,,Նոր Նորք,Գործակալություն,5,6,60,2,1500.0
https://list.am/item/20719508,"2 սենյականոց բնակարան նորակառույց շենքում Նոր Նորքում, 46 ք.մ., բարձր առաստաղներ",69000,,Նոր Նորք,Գործակալություն,5,5,46,2,1500.0
https://list.am/item/21084928,"2 սենյականոց բնակարան նորակառույց շենքում Ռուբինյանց փողոցում, 60 քմ, նախավերջին հարկ",90000,,Քանաքեռ Զեյթուն,,4,5,60,2,1500.0
https://list.am/item/14323437,"2 սենյականոց բնակարան նորակառույց շենքում Մելքումովի փողոցում, 60 ք.մ., նախավերջին հարկ",90000,,Աջափնյակ,Գործակալություն,6,7,60,2,1500.0
https://list.am/item/19321577,"2 սենյականոց բնակարան նորակառույց շենքում Մելքումովի փողոցում, 60 ք.մ., բարձր առաստաղներ",90000,,Աջափնյակ,Գործակալություն,6,6,60,2,1500.0
https://list.am/item/19937146,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 50 ք.մ., բարձր առաստաղներ",75000,,Նոր Նորք,Գործակալություն,5,6,50,2,1500.0
https://list.am/item/19434507,"2 սենյականոց բնակարան նորակառույց շենքում Մելքումովի փողոցում, 60 ք.մ., բարձր առաստաղներ",90000,,Աջափնյակ,Գործակալություն,6,6,60,2,1500.0
https://list.am/item/20622992,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյանի փողոցում, 59 ք.մ., բարձր առաստաղներ",89000,,Աջափնյակ,Գործակալություն,5,14,59,2,1508.4745762711864
https://list.am/item/20600891,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյանի փողոցում, 59 ք.մ., բարձր առաստաղներ",89000,,Աջափնյակ,Գործակալություն,5,14,59,2,1508.4745762711864
https://list.am/item/21119811,"1 սենյականոց բնակարան նորակառույց շենքում Շինարարների փողոցում, 45 քմ, բարձր առաստաղներ",68000,,Աջափնյակ,Գործակալություն,12,12,45,1,1511.111111111111
https://list.am/item/21056572,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 62 քմ, նախավերջին հարկ",94000,,Աջափնյակ,Գործակալություն,11,12,62,2,1516.1290322580646
https://list.am/item/20838752,"2 սենյականոց բնակարան նորակառույց շենքում Բագրևանդի 17-րդ փողոցում, 54 ք.մ., կոսմետիկ վերանորոգում",82000,,Նոր Նորք,,5,5,54,2,1518.5185185185185
https://list.am/item/20798807,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 54 քմ, բարձր առաստաղներ, եվրովերանորոգված",82000,,Նոր Նորք,Գործակալություն,5,5,54,2,1518.5185185185185
https://list.am/item/20799154,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 54 քմ, բարձր առաստաղներ, եվրովերանորոգված",82000,,Նոր Նորք,Գործակալություն,5,5,54,2,1518.5185185185185
https://list.am/item/20546328,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 54 ք.մ., բարձր առաստաղներ",82000,,Նոր Նորք,Գործակալություն,5,5,54,2,1518.5185185185185
https://list.am/item/20918728,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 54 ք.մ., եվրովերանորոգված",82000,,Նոր Նորք,Գործակալություն,5,5,54,2,1518.5185185185185
https://list.am/item/20616505,"2 սենյականոց բնակարան նորակառույց շենքում Ռուբինյանց փողոցում, 50 ք.մ., 5/14 հարկ, բարձր առաստաղներ",76000,,Քանաքեռ Զեյթուն,Գործակալություն,5,14,50,2,1520.0
https://list.am/item/17910841,"2 սենյականոց բնակարան նորակառույց շենքում, Նազարբեկյան թաղամաս, 47 քմ, 5/7 հարկ",71500,,Աջափնյակ,Գործակալություն,5,7,47,2,1521.276595744681
https://list.am/item/19950397,"4 սենյականոց բնակարան նորակառույց շենքում Սվաճյան փողոցում, 46 ք.մ., 9/14 հարկ, կապիտալ վերանորոգված",70000,,Մալաթիա Սեբաստիա,Գործակալություն,9,14,46,4,1521.7391304347825
https://list.am/item/21051651,"2 սենյականոց բնակարան նորակառույց շենքում Ռուբինյանց փողոցում, 44 քմ, 9/15 հարկ, բարձր առաստաղներ",67000,,Քանաքեռ Զեյթուն,Գործակալություն,9,15,44,2,1522.7272727272727
https://list.am/item/20763117,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 61 քմ, 4/12 հարկ, բարձր առաստաղներ",93000,,Աջափնյակ,Գործակալություն,4,12,61,2,1524.5901639344263
https://list.am/item/20736621,"2 սենյականոց բնակարան նորակառույց շենքում, Grigor Hasratyan street, 59 քմ, 10/14 հարկ",90000,,Աջափնյակ,Գործակալություն,10,14,59,2,1525.4237288135594
https://list.am/item/19875723,"2 սենյականոց բնակարան նորակառույց շենքում Գյուրջյան փողոցում, 59 ք.մ., բարձր առաստաղներ, 10/16 հարկ",90000,,Նոր Նորք,,10,16,59,2,1525.4237288135594
https://list.am/item/20301802,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 62 քմ, նախավերջին հարկ",95000,,Աջափնյակ,,11,12,62,2,1532.258064516129
https://list.am/item/21030123,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 56 քմ, 6/16 հարկ, բարձր առաստաղներ",86000,,Աջափնյակ,Գործակալություն,6,16,56,2,1535.7142857142858
https://list.am/item/19094092,"2 սենյականոց բնակարան նորակառույց շենքում Մարգարյան փողոցում, 52 ք.մ., կապիտալ վերանորոգված",80000,,Աջափնյակ,Գործակալություն,12,12,52,2,1538.4615384615386
https://list.am/item/21095003,"3 սենյականոց բնակարան նորակառույց շենքում Տիտոգրադյան փողոցում, 48 քմ, նախավերջին հարկ",74000,,Էրեբունի,Գործակալություն,8,9,48,3,1541.6666666666667
https://list.am/item/20557343,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 46 ք.մ., բարձր առաստաղներ",71000,,Նոր Նորք,Գործակալություն,5,5,46,2,1543.4782608695652
https://list.am/item/21120348,"1 սենյականոց բնակարան նորակառույց շենքում Շինարարների փողոցում, 44 քմ, բարձր առաստաղներ",68000,,Աջափնյակ,Գործակալություն,12,12,44,1,1545.4545454545455
https://list.am/item/21103337,"1 սենյականոց բնակարան նորակառույց շենքում Շինարարների փողոցում, 44 քմ, բարձր առաստաղներ",68000,,Աջափնյակ,Գործակալություն,12,12,44,1,1545.4545454545455
https://list.am/item/21043537,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 53 քմ, 6/15 հարկ, բարձր առաստաղներ",82000,,Աջափնյակ,Գործակալություն,6,15,53,2,1547.1698113207547
https://list.am/item/20934636,"2 սենյականոց բնակարան նորակառույց շենքում Հրաչյա Աճառյան փողոցում, 47 քմ, 4/18 հարկ",73000,,Ավան,Գործակալություն,4,18,47,2,1553.1914893617022
https://list.am/item/20614462,"2 սենյականոց բնակարան նորակառույց շենքում, Ավան-Առինջ 1-ին միկրոշրջան, 56 ք.մ., 6/9 հարկ",87000,,Ավան,Գործակալություն,6,9,56,2,1553.5714285714287
https://list.am/item/20931099,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյանի փողոցում, 59 քմ, 5/14 հարկ",92000,,Աջափնյակ,Գործակալություն,5,14,59,2,1559.322033898305
https://list.am/item/21020157,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 48 քմ, 4/8 հարկ",75000,,Աջափնյակ,Գործակալություն,4,8,48,2,1562.5
https://list.am/item/21016333,"1 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 48 քմ, 4/8 հարկ, կապիտալ վերանորոգված",75000,,Աջափնյակ,Գործակալություն,4,8,48,1,1562.5
https://list.am/item/21046891,"1 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 48 քմ, 4/9 հարկ",75000,,Աջափնյակ,Գործակալություն,4,9,48,1,1562.5
https://list.am/item/21013822,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 48 քմ, 4/8 հարկ, կապիտալ վերանորոգված",75000,,Աջափնյակ,Գործակալություն,4,8,48,2,1562.5
https://list.am/item/21018623,"1 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 48 քմ, 4/8 հարկ, կապիտալ վերանորոգված",75000,,Աջափնյակ,Գործակալություն,4,8,48,1,1562.5
https://list.am/item/20977138,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 55 քմ, բարձր առաստաղներ",86000,,Աջափնյակ,Գործակալություն,15,15,55,2,1563.6363636363637
https://list.am/item/20270992,"2 սենյականոց բնակարան նորակառույց շենքում Նորքի 5-րդ փողոցում, 53 ք.մ., բարձր առաստաղներ, 4/6 հարկ",83000,,Նոր Նորք,,4,6,53,2,1566.0377358490566
https://list.am/item/21070036,"2 սենյականոց բնակարան նորակառույց շենքում Մարշալ Խուդյակովի փողոցում, 49 քմ, 9/14 հարկ",77000,,Ավան,Գործակալություն,9,14,49,2,1571.4285714285713
https://list.am/item/20697053,"2 սենյականոց բնակարան նորակառույց շենքում Շենգավիթում, 54 քմ, 6/12 հարկ, բարձր առաստաղներ",85000,,Շենգավիթ,,6,12,54,2,1574.0740740740741
https://list.am/item/21084688,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 52 քմ, 6/17 հարկ",82000,,Դավթաշեն,Գործակալություն,6,17,52,2,1576.923076923077
https://list.am/item/20730370,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 52 քմ, 12/18 հարկ",82000,,Դավթաշեն,Գործակալություն,12,18,52,2,1576.923076923077
https://list.am/item/17432010,"1 սենյականոց բնակարան նորակառույց շենքում, Margaryan Street, 44 ք.մ., 8/11 հարկ, եվրովերանորոգված",70000,,Աջափնյակ,Գործակալություն,8,11,44,1,1590.909090909091
https://list.am/item/17731107,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 49 ք.մ., 4/16 հարկ",78000,,Դավթաշեն,Գործակալություն,4,16,49,2,1591.8367346938776
https://list.am/item/21109936,"3 սենյականոց բնակարան նորակառույց շենքում Տիտոգրադյան փողոցում, 47 քմ, 8/10 հարկ",75000,,Էրեբունի,Գործակալություն,8,10,47,3,1595.7446808510638
https://list.am/item/21044184,"3 սենյականոց բնակարան նորակառույց շենքում Տիտոգրադյան փողոցում, 47 քմ, 8/10 հարկ",75000,,Էրեբունի,,8,10,47,3,1595.7446808510638
https://list.am/item/20723657,"2 սենյականոց բնակարան նորակառույց շենքում Մարգարյան փողոցում, 45 ք.մ., 6/12 հարկ",72000,,Աջափնյակ,Գործակալություն,6,12,45,2,1600.0
https://list.am/item/20881789,"3 սենյականոց բնակարան նորակառույց շենքում Երևանյան փողոցում, 50 ք.մ., բարձր առաստաղներ",80000,,Մալաթիա Սեբաստիա,Գործակալություն,5,5,50,3,1600.0
https://list.am/item/14470473,"2 սենյականոց բնակարան նորակառույց շենքում Քանաքեռ 14-րդ փողոցում, 50 ք.մ., 7/11 հարկ",80000,,Քանաքեռ Զեյթուն,,7,11,50,2,1600.0
https://list.am/item/20242474,"2 սենյականոց բնակարան նորակառույց շենքում Հրաչյա Աճառյանի փողոցում, 48 քմ, 4/18 հարկ",77000,,Ավան,,4,18,48,2,1604.1666666666667
https://list.am/item/21030223,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 51 քմ, 6/16 հարկ, բարձր առաստաղներ",82000,,Աջափնյակ,Գործակալություն,6,16,51,2,1607.8431372549019
https://list.am/item/20825190,"2 սենյականոց բնակարան նորակառույց շենքում Գրիգոր Հասրաթյանի փողոցում, 59 քմ, 5/14 հարկ",95000,,Աջափնյակ,Գործակալություն,5,14,59,2,1610.1694915254238
https://list.am/item/18840962,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 59 ք.մ., բարձր առաստաղներ",95000,,Դավթաշեն,,4,18,59,2,1610.1694915254238
https://list.am/item/21018396,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 54 քմ, 14/16 հարկ, բարձր առաստաղներ",87000,,Աջափնյակ,Գործակալություն,14,16,54,2,1611.111111111111
https://list.am/item/21111872,"2 սենյականոց բնակարան նորակառույց շենքում Ֆուչիկի փողոցում, 45 քմ, կապիտալ վերանորոգված",73000,,Աջափնյակ,Գործակալություն,10,10,45,2,1622.2222222222222
https://list.am/item/20948856,"2 սենյականոց բնակարան նորակառույց շենքում Մոլդովական փողոցում, 40 քմ, 5/13 հարկ, բարձր առաստաղներ",65000,,Նոր Նորք,Գործակալություն,5,13,40,2,1625.0
https://list.am/item/20788085,"2 սենյականոց բնակարան նորակառույց շենքում Մոլդովական փողոցում, 40 քմ, 5/13 հարկ, բարձր առաստաղներ",65000,,Նոր Նորք,,5,13,40,2,1625.0
https://list.am/item/20994999,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 51 քմ, 6/14 հարկ, բարձր առաստաղներ",83000,,Աջափնյակ,Գործակալություն,6,14,51,2,1627.450980392157
https://list.am/item/18104016,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 51 քմ, 7/14 հարկ, բարձր առաստաղներ",83000,,Աջափնյակ,Գործակալություն,7,14,51,2,1627.450980392157
https://list.am/item/21025636,"5 սենյականոց բնակարան նորակառույց շենքում Գոգոլի փողոցում, 54 քմ, մի քանի պատշգամբ, եվրովերանորոգված",88000,,Քանաքեռ Զեյթուն,Գործակալություն,5,5,54,5,1629.6296296296296
https://list.am/item/20212331,"2 սենյականոց բնակարան նորակառույց շենքում Նոր Նորքում, 46 քմ, կապիտալ վերանորոգված",75000,,Նոր Նորք,,6,6,46,2,1630.4347826086957
https://list.am/item/20797594,"2 սենյականոց բնակարան նորակառույց շենքում Ֆուչիկի փողոցում, 46 ք.մ., 6/10 հարկ, կապիտալ վերանորոգված",75000,,Աջափնյակ,Գործակալություն,6,10,46,2,1630.4347826086957
https://list.am/item/18185811,"2 սենյականոց բնակարան նորակառույց շենքում Տիգրան Պետրոսյանի փողոցում, 38 ք.մ., բարձր առաստաղներ",62000,,Դավթաշեն,Գործակալություն,7,7,38,2,1631.578947368421
https://list.am/item/20686062,"1 սենյականոց բնակարան նորակառույց շենքում Ֆուչիկի փողոցում, 45 քմ, 6/10 հարկ, կապիտալ վերանորոգված",73500,,Աջափնյակ,,6,10,45,1,1633.3333333333333
https://list.am/item/20702165,"Ընդարձակ 1 սենյականոց բնակարան նորակառույց շենքում, Tsarav Aghbyur Street, 52 ք.մ., 4/9 հարկ",85000,,Ավան,Գործակալություն,4,9,52,1,1634.6153846153845
https://list.am/item/20727696,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյան փողոցում, 52 ք.մ., 16/18 հարկ",85000,,Դավթաշեն,Գործակալություն,16,18,52,2,1634.6153846153845
https://list.am/item/20294347,"2 սենյականոց բնակարան նորակառույց շենքում Գյուրջյան փողոցում, 52 ք.մ., բարձր առաստաղներ, 11/16 հարկ",85000,,Նոր Նորք,,11,16,52,2,1634.6153846153845
https://list.am/item/17692129,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյան փողոցում, 52 քմ, 6/18 հարկ",85000,,Դավթաշեն,Գործակալություն,6,18,52,2,1634.6153846153845
https://list.am/item/19275220,"2 սենյականոց բնակարան նորակառույց շենքում Տիգրան Պետրոսյան փողոցում, 52 ք.մ., 7/11 հարկ",85000,,Դավթաշեն,Գործակալություն,7,11,52,2,1634.6153846153845
https://list.am/item/19759733,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 52 ք.մ., 8/18 հարկ",85000,,Դավթաշեն,Գործակալություն,8,18,52,2,1634.6153846153845
https://list.am/item/21091515,"1 սենյականոց բնակարան նորակառույց շենքում Շինարարների փողոցում, 44 քմ, կապիտալ վերանորոգված",72000,,Աջափնյակ,Գործակալություն,12,12,44,1,1636.3636363636363
https://list.am/item/19512314,"2 սենյականոց բնակարան նորակառույց շենքում Գյուրջյան փողոցում, 55 ք.մ., 5/9 հարկ, եվրովերանորոգված",90000,,Նոր Նորք,Գործակալություն,5,9,55,2,1636.3636363636363
https://list.am/item/20987795,"2 սենյականոց բնակարան նորակառույց շենքում, Նազարբեկյան թաղամաս, 44 քմ, 6/8 հարկ, 2 սանհանգույց",72000,,Աջափնյակ,Գործակալություն,6,8,44,2,1636.3636363636363
https://list.am/item/21090823,"1 սենյականոց բնակարան նորակառույց շենքում Շինարարների փողոցում, 44 քմ, եվրովերանորոգված",72000,,Աջափնյակ,,12,12,44,1,1636.3636363636363
https://list.am/item/21128243,"2 սենյականոց բնակարան նորակառույց շենքում Արզումանյան փողոցում, 58 քմ, 7/10 հարկ, բարձր առաստաղներ",95000,,Աջափնյակ,Գործակալություն,7,10,58,2,1637.9310344827586
https://list.am/item/21105305,"2 սենյականոց բնակարան նորակառույց շենքում Արզումանյան փողոցում, 58 քմ, 7/10 հարկ",95000,,Աջափնյակ,,7,10,58,2,1637.9310344827586
https://list.am/item/20968590,"2 սենյականոց բնակարան նորակառույց շենքում Լենինգրադյան փողոցում, 47 քմ, 4/12 հարկ, եվրովերանորոգված",77000,,Աջափնյակ,Գործակալություն,4,12,47,2,1638.2978723404256
https://list.am/item/20993645,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 47 քմ, 4/12 հարկ, բարձր առաստաղներ",77000,,Աջափնյակ,Գործակալություն,4,12,47,2,1638.2978723404256
https://list.am/item/20254966,"2 սենյականոց բնակարան նորակառույց շենքում Մինսկի փողոցում, 46 ք.մ., կապիտալ վերանորոգված",75500,,Նոր Նորք,Գործակալություն,6,6,46,2,1641.304347826087
https://list.am/item/17682769,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 53 ք.մ., 4/14 հարկ",87000,,Դավթաշեն,Գործակալություն,4,14,53,2,1641.5094339622642
https://list.am/item/19822107,"1 սենյականոց բնակարան նորակառույց շենքում Արտեմ Միկոյան փողոցում, 42 ք.մ., բարձր առաստաղներ",69000,,Նոր Նորք,Գործակալություն,5,5,42,1,1642.857142857143
https://list.am/item/21080346,"2 սենյականոց բնակարան նորակառույց շենքում Ֆուչիկի փողոցում, 45 քմ, եվրովերանորոգված",74000,,Աջափնյակ,Գործակալություն,10,10,45,2,1644.4444444444443
https://list.am/item/21106284,"2 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 48 քմ, 5/8 հարկ, եվրովերանորոգված",79000,,Աջափնյակ,Գործակալություն,5,8,48,2,1645.8333333333333
https://list.am/item/21029814,"1 սենյականոց բնակարան նորակառույց շենքում Սիսակյան փողոցում, 48 քմ, 5/12 հարկ, կապիտալ վերանորոգված",79000,,Աջափնյակ,Գործակալություն,5,12,48,1,1645.8333333333333
https://list.am/item/21041396,"2 սենյականոց բնակարան նորակառույց շենքում Հալաբյան փողոցում, 51 քմ, 15/18 հարկ, բարձր առաստաղներ",84000,,Աջափնյակ,Գործակալություն,15,18,51,2,1647.0588235294117
https://list.am/item/20983935,"Ընդարձակ 1 սենյականոց բնակարան նորակառույց շենքում Հալաբյան փողոցում, 51 քմ, 15/18 հարկ",84000,,Աջափնյակ,Գործակալություն,15,18,51,1,1647.0588235294117
